,Unnamed: 0,freq0,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,genre
645,645,-5473204,-258240,111357,25853,61541,9849,126559,65590,33795,24481,metal
646,646,-100712,426794,2241677,1087392,307903,-484208,-571219,-254574,132729,8914,metal
647,647,-33784,-317939,393068,91669,-975860,-643782,697664,494254,-214854,-92672,metal
648,648,-962308,-1205846,-584954,1994558,-636105,-1048150,394490,2262,-55057,-26118,metal
649,649,1326658,-1440899,-1010877,-304263,1780506,33566,517056,896377,29425,53543,metal
650,650,-3701648,566944,242030,358360,-38551,503492,-28357,-550844,171205,-81003,metal
651,651,5562656,1081554,660891,-241714,-628809,249048,-658432,-539147,-430087,168701,metal
652,652,-2115876,791495,738910,996206,-1568799,-567496,618874,-232959,122085,105239,metal
653,653,3997056,526047,-1363630,13674,-493195,-533689,515996,142556,-424596,110883,metal
654,654,1775632,-1040209,1105392,571293,1042390,52761,678717,-278821,-157056,130411,metal
655,655,-8312264,-1235495,-857166,83049,1162054,689686,-178917,-189156,65944,20844,metal
656,656,1105976,1735162,83048,-1231559,1160810,718764,-1310528,-350201,-216839,314191,metal
657,657,-4880592,2878118,-334837,1114403,14941,-4603,761374,-230695,-71533,-46102,metal
658,658,1422286,1339804,-508408,177204,283962,-181135,-223353,-105054,-11582,-13804,metal
659,659,-3326194,-1370215,1319460,1056484,-214966,276997,104960,-204350,-44069,22436,metal
660,660,588078,69358,-61025,575598,61576,90535,206956,155061,-35267,13100,metal
661,661,-5451302,-978355,136489,20735,-61884,501347,44895,79564,-74429,-20144,metal
662,662,-70596,155723,15007,-83644,-129767,-90387,-90906,1844,36959,-4361,metal
663,663,-2319040,-791042,-593174,-280130,-533487,42092,-54348,-58821,-15236,-4894,metal
664,664,-1626642,-452676,192659,363774,445401,-16625,-190760,135269,-26310,15605,metal
665,665,-3698668,-349365,-214465,55120,-119179,309035,-86051,-15413,-42297,-32860,metal
666,666,-5512896,-290010,-403156,-38447,-429453,-151197,-268524,109035,159495,-7862,metal
667,667,-4813412,-512245,1169636,630751,-540573,-294848,-208411,88343,-26294,16859,metal
668,668,-3766576,-23030,773353,215690,269782,290747,-29740,-41436,-15307,-17,metal
669,669,-2440310,1239647,140806,-225165,-68238,98901,-18059,-35780,-34813,-10825,metal
670,670,-722518,-117623,203041,-164810,-106242,-32232,16278,-42400,-17320,7214,metal
671,671,-2751510,-353314,398241,377856,-352188,-507299,243704,-15667,-56028,12078,metal
672,672,-5031938,-192013,-3981,-124471,-420495,516672,474521,77555,29948,30742,metal
673,673,-2964560,3201913,-2162600,5020,-1057422,-1405914,734647,150297,-90187,-48774,metal
674,674,495200,79622,-163926,-135850,-97393,155334,3500,14141,-1997,-240,metal
675,675,-2207900,141477,-1178621,-324390,173732,-537650,-97810,128160,110434,11611,metal
676,676,-2134594,-87681,-29732,-345587,354924,116620,-329731,-6804,5430,22608,metal
677,677,-4768864,-1686455,-294407,298406,-81275,124772,-167351,136461,125986,13426,metal
678,678,3224372,-700335,1106706,514758,-54788,253398,600678,-1109639,-351063,-154937,metal
679,679,-3010258,73239,173544,31697,295022,-185668,108264,226618,74060,-24738,metal
680,680,3396566,410541,713674,2133,-111856,-326348,19825,-116067,-107951,2774,metal
681,681,-1029448,498039,-1046819,-33500,-428201,-209141,-81186,-180720,-52305,-10721,metal
682,682,-6013724,232911,-271361,-694124,562302,-195355,334426,-82864,90255,9203,metal
683,683,-4741948,-887968,294895,1374798,-81562,-1195395,54196,-199666,-107400,-6404,metal
684,684,-11090358,-1453484,-2845120,-374178,817432,-435498,415621,29663,153862,68969,metal
685,685,4513586,490935,-985056,38242,-483255,-96887,-74816,-150692,-95715,51301,metal
686,686,-2936228,-53579,-273631,457013,-213953,61097,276846,19533,-42018,-3372,metal
687,687,-9526298,1100413,-181228,-1456796,1044956,-351696,279138,1452935,-179040,6375,metal
688,688,-429974,1132856,142752,120828,-158855,163861,-90524,7867,14633,-34523,metal
689,689,-2407576,-138321,-1530719,-59686,-364824,345,-26765,-39815,-4530,-8610,metal
690,690,1374832,-497795,830595,-279509,332166,-37953,-107171,-156682,-39426,-30429,metal
691,691,-2174412,380584,-716476,-83913,188798,-217674,43614,-206763,52315,18641,metal
692,692,3733208,1751360,-129289,-47476,-88472,-121256,138432,-6370,-65661,20225,metal
693,693,-2973994,469357,-274913,-88203,-242220,-48841,99590,-49113,73310,-7506,metal
694,694,-2231750,-2218183,790955,472762,349018,-249816,-265065,162426,-22050,-2529,metal
695,695,-4065736,-1008827,-389824,-783087,17997,764766,-235342,380398,103690,-81508,metal
696,696,-1617796,942922,311833,362012,-257953,-16427,-374809,-85552,-48743,-8408,metal
697,697,-398462,-64124,138648,-185231,195030,83619,165724,334287,-61138,-48675,metal
698,698,-4760554,699386,75153,258305,200152,63507,60552,10053,64899,52826,metal
699,699,6862798,-257599,524867,116270,225250,-231345,153352,-88951,19719,37195,metal
700,700,-2072626,-103804,-415125,328721,632556,-43388,235974,-38582,294628,-283040,pop
701,701,3877922,-889986,63347,-348279,370000,-812514,-653218,-66580,-6283,-1077465,pop
702,702,-949222,-810796,-696831,457046,-440183,214736,256230,129793,62803,-207410,pop
703,703,4383760,-342712,-1071610,474390,-133768,18745,51167,-28423,-7371,31408,pop
704,704,161992,-1497668,-998546,-601714,177915,251842,-112005,510089,-293268,-338465,pop
705,705,-5538008,-1559830,299558,123030,-14364,-140392,-69307,120086,-59530,-56326,pop
706,706,2387076,-348383,-177571,-95905,-14506,44480,193494,-13082,-32031,-116769,pop
707,707,5699140,-726271,-627301,-76945,-128501,-122279,-59195,29256,-71336,13155,pop
708,708,-2655268,-1178566,650117,-512648,119087,187219,300671,105190,286993,-332330,pop
709,709,400766,-1547110,-249998,1186618,-287601,-39774,329368,155356,-89706,-202839,pop
710,710,2307924,1498584,-280768,-557251,308746,198043,-35893,200839,-25654,5747,pop
711,711,-263480,-459518,-132652,78394,154374,-63590,-10213,47326,27255,21182,pop
712,712,-4483926,582432,-686438,-1153695,82493,451012,-69265,79700,23000,-341849,pop
713,713,-237566,101194,-650968,-296655,-175115,-130499,-199384,211372,-60357,121595,pop
714,714,7574146,385791,-79221,91110,172002,33362,-9263,19130,-38833,-11338,pop
715,715,-2616132,-1029989,-373889,414652,-1004821,303501,-186626,183461,-241297,117461,pop
716,716,-911446,146913,475362,1093,1367732,17803,-262930,-318259,-386115,90527,pop
717,717,-615780,-510271,-439977,-360316,42460,-580720,-116989,-4928,-1043,109176,pop
718,718,3510400,-1433723,433958,-36233,-183650,166775,-141016,-114070,-1462490,84029,pop
719,719,-3015064,50081,1269685,-205084,-48242,602934,-337617,89336,158719,90026,pop
720,720,4263414,260364,794524,1106602,331218,-968732,-56748,-112270,405980,321647,pop
721,721,-2184262,-878133,756012,-534729,-26762,561783,305713,-138252,-502792,-46506,pop
722,722,6835576,1160496,-140079,-495515,-823742,532374,-122127,341983,-637488,122395,pop
723,723,-2885248,428880,-47514,-364249,409740,-256908,198274,-693206,-598219,460039,pop
724,724,1146916,-144451,223757,247996,-213142,-553324,355872,162681,207000,600439,pop
725,725,-859546,1789555,-400712,127416,-120133,-206640,-75441,-108621,-172673,-195192,pop
726,726,1958056,-1672212,-611902,562226,204382,-136477,205824,-57656,-129792,-584466,pop
727,727,3267130,-580324,120733,490878,-46613,77001,-252919,-190352,145299,-50418,pop
728,728,-4419346,-136104,195546,378997,985919,229527,-103024,187145,114001,597621,pop
729,729,746712,-1396650,-703491,178108,-672721,-458923,663438,269953,380885,201394,pop
730,730,4118500,468685,-394214,-354558,-191972,31752,-290736,-236915,290666,-173892,pop
731,731,1717042,430423,-760449,-555593,32947,-88567,108127,172246,509339,89643,pop
732,732,-1626640,-611617,-199574,-51237,232750,-299951,158803,-216329,-73109,20961,pop
733,733,907994,728148,-1113530,422047,-21405,149500,-218535,68316,-28678,-198687,pop
734,734,-7760504,909624,-478129,-354629,225704,-7914,99278,75593,27122,-172547,pop
735,735,1590668,2549000,223504,-780757,324713,-1426424,282378,-182412,203065,-449741,pop
736,736,-11312274,1771538,-183245,-416736,-202841,927894,-483635,-194396,-5266,-58122,pop
737,737,-5376494,-1219978,-300756,-283234,190757,85079,338825,658511,-500406,194701,pop
738,738,-6631698,269286,919572,354027,544991,-19183,175268,-404619,540188,-944971,pop
739,739,-2003344,-36299,-108265,-532981,581967,562323,914640,-64161,-901161,882060,pop
740,740,757368,1321909,-372564,-92873,-252014,193887,-168840,47687,-95948,-49590,pop
741,741,2483960,-153251,-145213,188703,-26964,-77416,104513,83501,-16523,-13345,pop
742,742,7350498,-937359,84224,-360832,-163114,156558,505934,192093,-343448,-381267,pop
743,743,-2614388,-44002,1274129,-152688,-72555,-208617,-911606,-214896,-66765,-210181,pop
744,744,-4214120,-1112894,414256,116319,-615202,-250317,165749,-202089,180718,-51419,pop
745,745,3067016,-1294767,43670,1007906,2704,-120650,-96364,17794,360821,24512,pop
746,746,2138678,-1889216,-828284,153740,632875,7524,65766,-194355,-204211,-623319,pop
747,747,-59878,1888893,649345,87114,-597278,539531,516435,440529,-606322,-258200,pop
748,748,-6091810,-1143546,303271,42038,309854,-426877,-382751,593743,168831,-570513,pop
749,749,-682170,774322,-359546,-309076,202192,-30446,-107656,-82830,-6007,-45508,pop
750,750,-254954,1263787,-279846,-93565,944669,-332345,-26616,75443,-280558,-504921,pop
751,751,3131288,2056222,-421681,-1345332,-377216,384647,-616348,-579944,356763,-262878,pop
752,752,499458,1163573,1078874,-1019632,-503274,677140,157420,-52914,-465423,162627,pop
753,753,2389928,-1819471,-283059,59389,46760,268670,-12474,136349,286072,-176669,pop
754,754,-8686950,-316669,-305775,115182,-1145934,-181407,-513948,-13251,150569,-527221,pop
755,755,-2771492,-689941,744123,326977,-896205,10374,-1202840,-309664,-95622,393374,pop
756,756,3479022,-588711,276607,368807,-138693,-504681,-176953,-359084,-425395,-192331,pop
757,757,851632,-1072501,1619446,376410,635636,-208978,-124137,338971,404519,298515,pop
758,758,1290112,1524373,19821,564943,-74119,18415,110239,61232,-198211,-98344,pop
759,759,2588572,-686698,-489758,-49924,762221,515946,-195161,453528,-181136,-219907,pop
760,760,-7032486,2097439,-499329,514861,631925,878935,-93310,431970,563279,39964,pop
761,761,-6528898,-307787,1112753,606673,188686,249545,276586,171360,31212,-135416,pop
762,762,12690372,219695,4052,309634,-357576,226337,800499,-159526,-66039,312141,pop
763,763,-2894050,378059,74414,-166801,181933,32148,3363,38718,-12394,101817,pop
764,764,-2227134,801167,-383124,207795,60135,395598,263561,295233,471759,90020,pop
765,765,606592,228639,-37244,92493,113638,-194939,-123453,-45833,-221365,182759,pop
766,766,-4453608,1170132,-338326,381205,67983,275163,-355595,-267708,46010,113625,pop
767,767,3198428,-641525,-81163,-158195,-2420,489243,616500,604306,-208134,505303,pop
768,768,9064394,-2474600,-761996,80019,450442,323897,-443698,277010,-268074,437241,pop
769,769,-1208326,733583,351522,-152914,-339157,-399472,-26692,-48634,51501,88141,pop
770,770,4523906,67029,718997,-670625,81476,-191868,-171624,-485856,231837,-18065,pop
771,771,1863648,-522229,-1049502,-262757,662071,58615,49981,601041,260314,302469,pop
772,772,-4613452,-450702,-1141337,488777,74004,-14008,379520,661341,72249,-211937,pop
773,773,-1985360,1944276,-1429778,872224,-421827,253064,871205,111329,548561,-183985,pop
774,774,-3988554,-514197,442222,-74309,-606710,-571338,-5917,220092,-509319,359800,pop
775,775,-423982,559905,141695,-1071453,141754,379284,-220723,-255346,329275,-119505,pop
776,776,6728234,-259521,-59185,596296,1293648,-177853,-47672,265261,-392016,-358219,pop
777,777,-1906692,-870495,494759,1063324,658144,890147,-245569,-256715,812602,727238,pop
778,778,-1772172,467029,628010,-1269312,-1443901,-193390,-71791,-362730,-333042,57396,pop
779,779,-1638054,-90646,-61497,-28616,20945,-10139,-2266,19305,-18025,-34271,pop
780,780,-9551914,-630814,895172,-763789,49277,-297523,-82892,172890,65412,-17466,pop
781,781,-4740526,-873812,197638,230390,-23814,158206,-12918,-13262,-81462,44081,pop
782,782,-2691112,-1186222,-365070,34273,56494,-32312,-142764,316555,-429510,-265356,pop
783,783,4035668,-687875,-85734,-158568,31392,-8131,-38090,192251,48116,26807,pop
784,784,-1984624,-540531,725046,-466312,115461,-69285,-323817,-373,-127452,980161,pop
785,785,-4842496,-823218,263222,-722965,251851,-423407,361954,-400468,526497,361851,pop
786,786,-2805578,789077,-473756,608703,-210410,-140700,-35819,314227,-230555,-184828,pop
787,787,-1250512,915892,-486478,86047,-87714,-430177,-142305,9648,681407,-123542,pop
788,788,-1261378,1461072,849463,-66426,47680,-19381,76665,143343,735250,-540220,pop
789,789,1755504,-336275,201186,-1041517,624381,-32245,-29411,-715085,-513401,524987,pop
790,790,-3028408,-2084455,-885465,-254743,159016,-546490,164672,709089,136982,83567,pop
791,791,-1766134,-3128132,41689,-496731,277601,-80585,-398581,-301218,1015802,60082,pop
792,792,4588720,1668814,-167056,406267,-11367,-423378,144451,320003,-122734,-114872,pop
793,793,-1786340,-416354,620864,311811,107121,-154855,105229,-491321,-240051,-75217,pop
794,794,-3216874,-233858,932958,377492,-756856,-122465,-32861,383382,-342716,-135669,pop
795,795,-2915252,705795,-148315,-155504,269666,-196920,301979,679487,-58894,476842,pop
796,796,104784,-392795,683825,700298,404072,-54851,595823,589615,-23522,-874425,pop
797,797,1579300,-312567,235465,-31260,-95601,241787,519706,314296,-106753,81440,pop
798,798,-3001658,21905,-1782887,-639321,-1265779,-711163,461097,823597,-379824,36054,pop
799,799,12168770,-1078255,597992,10717,136388,361051,152571,-105052,50483,-304827,pop
800,800,2634984,-725037,597158,-171617,-148070,183073,97412,-58079,61705,-2581,reggae
801,801,829298,204658,-457669,-55495,-173106,-81732,-17041,-112003,-77689,19788,reggae
802,802,-313238,-430927,-53744,54941,86782,-103262,-64039,81287,-14391,5825,reggae
803,803,-4108018,555498,19075,-120366,48237,-70127,-37087,13668,-29859,3782,reggae
804,804,-320482,-316891,-384746,-446070,119806,58123,220118,76673,14569,-32315,reggae
805,805,2136750,77919,563767,-191276,37310,46502,81104,60522,-17139,8001,reggae
806,806,-1527070,66713,1943,-138798,33819,107806,53522,-15866,17606,4166,reggae
807,807,-2437646,-486653,387840,191782,40567,144856,45993,51394,32608,14432,reggae
808,808,-509166,54625,353243,152637,-97924,125295,-16410,39851,31329,-563,reggae
809,809,65558,-351109,-237940,-92646,50866,49084,-22324,-63569,-29332,-2552,reggae
810,810,-2530612,363885,-117140,-170417,74989,-243337,-57305,-98702,2569,3420,reggae
811,811,-917772,-462779,331123,-50897,-82931,44367,85766,67389,-19462,-873,reggae
812,812,3052686,-164700,-47984,-120153,-108178,117458,-150559,-178373,51377,3407,reggae
813,813,-3097652,-486207,523867,234783,112182,-20654,59474,105469,7792,-2804,reggae
814,814,-4010856,655953,-45248,108278,-19828,6371,-117083,50753,68909,-7268,reggae
815,815,-3842678,-681780,274074,-43336,187633,134741,-120799,475115,100790,-29755,reggae
816,816,-6461766,1346775,-1318112,171329,-292167,-150758,-137346,-167735,86138,2763,reggae
817,817,-5620330,-859245,123192,143148,43223,207667,-80821,-31802,65911,3530,reggae
818,818,-5868482,-93699,170766,-68755,138812,-98517,168151,-3080,7787,1817,reggae
819,819,-5570166,212225,-38580,-190860,-135620,67221,-6152,-92515,118279,19394,reggae
820,820,-7475838,-281047,313773,244041,42620,-85591,-51372,-194964,-23648,30410,reggae
821,821,-3652324,157309,383958,226785,33205,-182983,-104041,-139916,-66096,15396,reggae
822,822,-4695376,-854091,-24543,-320230,-631325,36032,-246085,-273466,68470,-31508,reggae
823,823,-2804304,1035952,187738,243015,78774,65336,-111740,29606,49836,-16364,reggae
824,824,-3292150,-987578,732717,55535,-3937,-37497,-221535,-66819,-81592,-16497,reggae
825,825,-4643360,-435227,-158736,96998,337334,-123370,-121840,33007,7083,6735,reggae
826,826,-2366202,828717,-12947,-214443,314068,326637,152372,107062,3286,-36427,reggae
827,827,1910664,1174644,-420273,182245,79173,-71354,-207156,70221,70399,-8,reggae
828,828,-123722,224024,253304,74146,35028,-1937,54902,-82992,14966,-137,reggae
829,829,-391638,56924,227652,319497,21163,83208,42632,-21645,20307,-7620,reggae
830,830,156042,280308,46261,27504,-57388,57160,-18693,28674,9396,-4493,reggae
831,831,1287330,359781,-316721,-467061,172681,124058,30534,-98579,-8953,4060,reggae
832,832,-436004,-12276,-153367,14597,-114462,1988,15471,-35963,-8692,-1041,reggae
833,833,-28114,-2684,-6191,4940,3352,-53704,26159,57993,-57646,1849,reggae
834,834,-4048208,-226148,99717,-72378,-50428,2001,21011,55540,-8288,3285,reggae
835,835,1126668,255555,5068,36535,-1703,-150591,-5796,-457,-3197,3545,reggae
836,836,1075734,-303703,-48942,38386,108954,-26429,68233,3443,-52448,-12117,reggae
837,837,-1754606,-227987,255420,-53342,51952,-123049,-11601,55341,-15155,377,reggae
838,838,-330770,247957,-40973,-189555,-54673,42146,-53400,-44131,33239,6788,reggae
839,839,1913180,468,-153145,-33196,-92629,-82472,16515,10982,-3548,-3966,reggae
840,840,-145256,-57137,-163096,202591,-222220,-182530,35834,130784,22936,10057,reggae
841,841,2202350,356285,-232116,313489,39879,-1576,-131830,55935,4773,1644,reggae
842,842,-1273490,-252021,-196852,283412,-27840,189915,36690,-55733,-10466,65518,reggae
843,843,792744,345323,300464,42018,82061,15724,-13383,26730,9477,-1573,reggae
844,844,-2451448,-868348,-209296,198842,243700,-54064,-4812,154661,28170,97533,reggae
845,845,-2177430,-38644,-386916,208690,-274464,17639,876788,248402,291863,323657,reggae
846,846,-825962,-28978,140667,-15156,153977,31545,100826,-49355,-3250,87226,reggae
847,847,84496,275796,-351112,281427,367417,138063,-153482,-132898,-74061,60258,reggae
848,848,-553690,215479,-304385,-354893,555765,190114,-50915,72671,22093,-21785,reggae
849,849,-2629146,-311104,292816,-16422,-144236,210470,-127162,-45594,117804,-120231,reggae
850,850,8299040,-664417,-240384,263698,-188379,200287,20558,167722,32583,-194912,reggae
851,851,-306172,474349,-306628,-221891,-594531,752655,39577,-122891,52156,-293439,reggae
852,852,14746140,232691,96249,211229,-195372,-295230,273346,-163080,-47575,505137,reggae
853,853,1288538,-94980,-45400,70208,-27805,20066,76160,-65692,-96245,59067,reggae
854,854,-8915654,-535668,-458725,-21463,-40902,61242,-131674,-162975,62113,-141678,reggae
855,855,-1966022,43941,-133642,-54102,-20478,-42473,-93323,181123,-51429,-24549,reggae
856,856,-4811992,122139,502323,-11100,-130780,255881,-105292,33467,36611,58940,reggae
857,857,-9525652,285356,163479,-278397,56245,-122962,191798,56585,-87335,26245,reggae
858,858,-690304,7939,275691,177023,-70157,-6060,-293788,-218078,47067,56547,reggae
859,859,-5299654,707236,948278,245113,180599,341570,-442106,122744,55244,-346934,reggae
860,860,-3391264,563809,44607,48272,-80028,66630,117758,-29078,-4205,20193,reggae
861,861,9022258,-196814,-725711,-241546,-230101,491872,-117872,-214420,78947,169799,reggae
862,862,-5412164,69351,-133363,52899,3623,62184,18843,-8335,-15706,2213,reggae
863,863,-1342838,610431,-437473,70532,-84356,-21550,17220,-30794,40597,-72178,reggae
864,864,-3761398,-416577,560229,-106533,495440,49288,307425,-50166,18214,369996,reggae
865,865,-2773662,2768897,2062679,680468,238145,-35546,-397650,86595,-61606,-295462,reggae
866,866,-2135704,-318637,132424,-58661,-79526,24259,-38039,-66147,-2607,16867,reggae
867,867,-1799506,-106674,-2150,-70961,-151005,4902,-12110,31266,6797,-15369,reggae
868,868,887758,-1012570,-593138,399018,-131884,68775,-28957,-54947,8779,-14343,reggae
869,869,6303248,637346,321639,-233439,-28708,-149721,-199873,-55193,-19908,-153134,reggae
870,870,-652986,-1079323,48974,6902,-294795,-229198,34801,53402,88954,72464,reggae
871,871,2560018,200615,288018,-670210,522975,-163429,-86081,-467043,-128951,-131222,reggae
872,872,-3436582,-412778,424175,753104,131414,60099,354386,-197266,15360,-364902,reggae
873,873,-755370,-26063,476064,-165642,-351704,-71713,236092,496281,-16913,-57341,reggae
874,874,-591084,-65898,-335467,107106,369525,-441171,306122,72384,-24806,126865,reggae
875,875,-3617698,2825582,-1039110,-124353,498386,291747,477587,179101,208072,13264,reggae
876,876,4568738,311895,-922488,-370076,207234,949426,177732,-174391,148453,-133121,reggae
877,877,-3091564,-270947,183709,-173380,238104,-7524,-146031,-19759,-70012,62596,reggae
878,878,-2943410,-28696,-594917,773913,-158328,-69685,-137103,13292,59696,-54466,reggae
879,879,623686,-26145,-531613,220978,-1015386,-770741,325476,22378,-56180,41009,reggae
880,880,5173988,-1743114,-432027,-513480,334965,463726,-574157,264993,-203662,-73158,reggae
881,881,-447130,-140554,-108044,451167,-563683,19175,-39446,-49152,118658,324348,reggae
882,882,-1216934,-353445,-690327,-525756,-413539,-253679,136229,105503,-358364,23927,reggae
883,883,-1836258,300578,-426193,-269180,61984,117579,3789,20285,-4156,2989,reggae
884,884,-5719760,-576781,426866,112919,-156916,-85731,25773,94414,-70891,11658,reggae
885,885,-3238360,11518,210641,852468,-422200,-77331,-100494,-6932,-15659,-2923,reggae
886,886,-1238360,-1199449,-2673222,-1146386,-6357834,2031258,4828087,-2843497,1196746,-6670927,reggae
887,887,1576596,-640000,-644721,59217,-144583,-39701,198139,-458515,206915,-594684,reggae
888,888,-2666814,-2298,-50995,281755,-772919,-196414,-201465,139944,207880,154752,reggae
889,889,-585460,-45479,251776,-84680,-44008,24589,-18302,-24080,-25625,-8073,reggae
890,890,2933464,37737,53788,-86669,250299,91480,24165,-429425,166906,-86398,reggae
891,891,-3406580,-388088,-194029,39068,389403,88805,54565,2962,35144,2465,reggae
892,892,-4403306,586171,912267,707515,-352195,23657,134568,-82690,6202,-11496,reggae
893,893,-1078986,374192,7474,117344,-3457,224335,108782,145723,-32181,150102,reggae
894,894,1688532,-237887,-204832,-114200,-504369,255370,-72804,3029,113625,-22967,reggae
895,895,2997976,1075874,-190030,-778514,-72262,-350560,-448629,-143462,-294764,3364,reggae
896,896,389134,279567,439624,587822,249655,170311,-15547,4919,-15744,7238,reggae
897,897,-5857648,-1193434,173642,-406084,-304878,-170316,3537,79150,-176915,-72010,reggae
898,898,1628850,323814,-179214,-30966,12066,-390974,59478,76627,35630,4510,reggae
899,899,-9242830,-206639,368220,-620202,733973,-407567,-352968,-27956,-20086,-13489,reggae
900,900,-223930,-706969,-513751,96866,327825,166651,-81774,-144447,-6777,-251,rock
901,901,-7402874,-1102146,4976,-356352,59359,-120942,-27948,99085,2331,-4238,rock
902,902,-3246734,-1564624,228708,-18475,567205,44491,-63648,10339,-47834,2393,rock
903,903,1781268,1413110,-52990,256940,-170002,-19169,-70806,61464,27582,-12140,rock
904,904,-7346868,-1495577,-202377,-190559,298768,-46431,37671,-54546,-119042,-21205,rock
905,905,-5144450,914599,26602,-142520,389185,-310486,119134,-79944,2948,-5475,rock
906,906,-3136464,663760,660243,137360,-112318,30065,73022,52427,76905,12362,rock
907,907,261686,35724,-162221,183824,99707,-13327,-42682,162228,-22756,-2146,rock
908,908,600538,-457860,-11634,-596851,359575,-612048,159825,-72832,-64454,23605,rock
909,909,2038034,535747,-303962,-154783,-91271,218970,-187049,-82405,-81669,-224354,rock
910,910,-7401800,637398,-358442,326970,444005,95493,61723,32762,-100762,8293,rock
911,911,-947652,-394661,-150293,241632,219471,-108562,53264,-38179,11945,-7745,rock
912,912,859218,56717,148857,-91343,-132551,43876,7690,-63622,-4233,28578,rock
913,913,-362862,107125,-241149,98020,-96811,-119035,89456,73194,-46028,1571,rock
914,914,-233910,-351707,70749,115841,74760,17513,-21174,45811,-40093,15056,rock
915,915,-898102,-503889,80768,101672,-232056,74564,9299,-59941,26222,4330,rock
916,916,-3605628,1803757,-2218276,-653273,-291481,387719,-160066,-130357,-13664,-28409,rock
917,917,104450,-824299,166048,-401783,-160882,-42485,358883,58229,-704,-48270,rock
918,918,874146,290226,111883,419823,105145,-414556,193287,145125,-187566,-37262,rock
919,919,-852194,302145,836981,-270540,-238907,-456867,6318,128439,11373,-22112,rock
920,920,-3941670,-1858753,762091,169890,13744,118330,-122410,-216901,144687,13245,rock
921,921,486082,1171997,-3617,-403540,-139112,-47346,61308,-116966,66269,-20790,rock
922,922,-430194,-478513,-29785,-384137,60618,-157490,36442,92526,-68470,21026,rock
923,923,-4272218,-749972,-400020,-155294,33101,-134847,-213335,-222565,-19513,-28616,rock
924,924,-3147502,-1458374,-191759,343507,185090,95485,-26416,-104267,-25684,24143,rock
925,925,-5544468,-44231,-386066,393992,1169226,-41908,405067,-9995,-43009,1332,rock
926,926,1985094,1378276,-537024,280660,48574,26199,-465868,74366,6977,24922,rock
927,927,-207958,912966,277538,197972,322601,23273,-25789,78972,5980,30570,rock
928,928,-6347766,-608938,-278928,200533,-61691,-74730,93205,-82633,81847,-123003,rock
929,929,-514840,-560876,-262322,768719,777528,-643336,-201916,-120391,10265,17965,rock
930,930,2138464,-808494,-556852,-155296,199861,377107,-248894,60228,65233,-26986,rock
931,931,-1936512,671528,-590054,-1028585,-866040,-287021,173996,-96021,-92550,76336,rock
932,932,-9956234,-782822,511314,506145,-509120,171193,177623,-21993,-144570,-10379,rock
933,933,2788764,466933,-103337,128628,-172026,-126103,-82614,-76025,-26922,28666,rock
934,934,43180,89058,957241,100604,-539529,531116,100968,-397752,240530,-129300,rock
935,935,711732,-698463,-181487,154287,-92126,-49449,-31147,69955,62351,23466,rock
936,936,-1984950,-780586,-171669,518043,448612,248864,66777,-332649,-51863,103978,rock
937,937,-5417320,791917,-1199775,-411507,373197,-106960,82120,-18862,-132126,106898,rock
938,938,1525352,1635772,-1368093,-244900,-525292,69579,-48012,-605364,284453,-54281,rock
939,939,657724,-1028784,-383468,36029,52165,78927,87388,175917,-100277,-116005,rock
940,940,75104,271622,257122,-30513,-178474,210736,-87731,150835,60978,-107285,rock
941,941,-1732552,1077238,-2145102,531932,1133747,270213,-31750,-42850,-23524,-75802,rock
942,942,-2028210,1235271,941799,-457804,-135562,-376587,-2809,-166414,449186,123028,rock
943,943,-969600,1373431,1031898,-182031,-121601,-149122,58845,-115312,-102467,-152735,rock
944,944,-6955060,3028174,-98754,-226650,-9473,-167665,39033,21279,28655,-105419,rock
945,945,975300,901484,216813,106934,-43177,15429,3283,1257,6329,29,rock
946,946,-681204,1074125,345661,-920830,47409,52239,32965,-37578,142545,-111723,rock
947,947,1875360,-296751,253359,51676,-100680,-327673,-348807,-54703,-211819,-73432,rock
948,948,7724,-200174,920501,28514,-530989,-121385,-26475,52239,9789,1472,rock
949,949,3658172,328789,-196169,-336269,-8608,-257176,46382,-48608,139790,-5166,rock
950,950,2803798,281864,199350,-51680,-137846,-88673,-8982,-27004,-53319,-54717,rock
951,951,6317280,-48544,-289127,222015,-320390,-270962,177296,-153679,-99602,205741,rock
952,952,1936374,1023886,101027,-90300,38037,-101084,169647,96413,188011,-59710,rock
953,953,6602958,-190642,-78169,40511,393909,348270,157694,507030,-28272,114886,rock
954,954,3322152,-41885,-192058,56394,-263564,-96409,-11708,-123433,146510,-45486,rock
955,955,3789210,-584805,25565,-282364,-201956,344341,-417392,-183151,169062,94913,rock
956,956,3052870,-313374,332684,456269,31392,-629993,458993,-32702,-143931,77838,rock
957,957,-3365966,-232440,-332043,184429,247555,-67044,382849,138171,231745,404863,rock
958,958,-5555400,-457398,349036,154906,-70062,39636,18510,89112,247558,-27621,rock
959,959,-2188764,-388469,-8033,127781,14287,-5254,42839,77005,95333,-15681,rock
960,960,-2068948,138116,-430188,-826799,-185978,-343717,-229177,-313441,-126341,58087,rock
961,961,-147562,223898,76360,126129,169275,-63221,-41556,112500,-94870,134889,rock
962,962,-3573774,790411,-31065,-80030,42364,24809,104549,-17296,95603,43505,rock
