,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,genre
543,56148,2155,-68559,6367,-35860,10623,-20419,30464,-33666,17866,-35097,5340,-33553,jazz
544,51294,47312,-59526,-14194,-32442,18220,-17904,5101,-24565,26070,-5358,31163,-2827,jazz
545,51583,54142,-58156,21620,-32793,-13393,-41261,-19366,-60402,-134,-21190,5428,-11075,jazz
546,52892,27831,-67960,39882,-59969,-19458,-52303,-25295,-23524,19985,-7658,19774,-833,jazz
547,51430,-13354,-39246,8951,-31380,-422,-36054,31358,-38475,7447,-26905,17259,-18926,jazz
548,51671,-1684,-50343,6659,-35474,2799,-40911,7364,-48716,17254,-18961,31323,-16040,jazz
549,56435,-10136,7994,-3508,-34628,-44239,-62700,-24866,-54428,1785,-4074,-3449,-8630,jazz
550,60144,-36105,-7550,10071,6779,3934,10883,28205,-10845,-6843,-2536,23220,2861,jazz
551,48123,27591,-40728,36875,-44383,13514,-26918,2658,-52522,-11598,-11665,-113,-243,jazz
552,58963,-29101,-8473,28342,-23827,-1221,-264,15295,-9142,-7816,15895,19457,4706,jazz
553,56452,-2796,-64203,33686,-31701,30518,-18026,4626,-57097,899,-26742,4268,-12473,jazz
554,56763,2875,-30048,-20386,-18786,-11971,-14739,1937,-2785,4827,-7835,3276,3578,jazz
555,50413,56181,-46925,16805,-23348,-30206,-12897,-44641,-54701,-16658,-8079,1212,277,jazz
556,61569,-46061,-1974,-5230,-1208,-4522,-1936,15973,-1506,9254,15532,5047,-170,jazz
557,50732,17486,-41143,2765,-20724,-38944,-21965,-23218,-4466,-17950,-21805,-9304,-3814,jazz
558,53735,13308,-71734,4187,-13287,-32275,-29688,-13131,-32016,-8629,-8868,-19328,-10365,jazz
559,54412,2943,16588,11396,-6920,-5922,-8564,7907,-3962,4063,1588,10530,22,jazz
560,52988,18961,-33655,-23160,-18599,-3267,6974,-5102,-18207,-2436,1098,19095,-1755,jazz
561,61787,-30310,-20936,0,-1706,-3005,-5957,10237,-5866,9217,3182,3400,881,jazz
562,53811,1603,-38624,-4464,-14860,-19718,-9888,-8640,-12891,-10552,-22208,-3621,-25603,jazz
563,60056,-31879,-21083,-4590,-20562,-9566,-1203,3053,-8328,1722,9590,4323,-514,jazz
564,57794,533,-24363,666,-798,-21114,-23269,1652,-32079,21635,-10872,11366,-1647,jazz
565,52564,23347,-62946,41311,-41599,-26496,-25849,1703,19942,-2422,22448,14585,-9674,jazz
566,59358,3989,-59708,-11529,-20294,-17720,-27423,-12193,-12168,-16099,13,12986,1451,jazz
567,55265,25679,-46089,35503,-70141,-50764,-19146,-37364,-20677,1390,-24017,9976,-13237,jazz
568,52571,19473,-44765,24336,-76517,-14490,-30045,-56117,-38395,6008,-17091,1741,-21378,jazz
569,56283,-5668,-52132,-12528,-10634,-14963,6503,1875,-6368,-5628,-12169,-12584,-15787,jazz
570,51356,35442,-42670,-33767,-11596,-764,557,-12920,-4941,7633,8508,17055,5845,jazz
571,51590,48084,-48911,9810,-18740,-28715,-25430,-34805,-45929,-13109,-10175,-2612,-3879,jazz
572,52909,22334,-59550,28955,-47049,-32514,-37823,-39452,-10258,8798,940,11076,4443,jazz
573,59329,-40480,-22332,-8868,-13393,-36669,-22420,-5406,-936,-2408,7191,4369,5696,jazz
574,55558,-23587,-26260,-1067,-21570,-22068,-23953,1915,-12359,-1598,7032,-3548,106,jazz
575,59790,-37558,-32478,-15730,-17083,-38278,-19971,-6036,-7737,810,20122,4411,-905,jazz
576,54781,5254,-44988,-14408,-10437,-3480,-20725,-13834,-22416,-28091,2255,-23,2305,jazz
577,60213,-40509,-40710,-992,-6174,-27243,-40895,-3852,-3721,2172,4814,-8207,7119,jazz
578,56616,-26353,-31001,3496,-14458,-53489,-24025,4771,-12497,-9716,20638,2816,-8896,jazz
579,54608,-36266,-30384,19332,-3304,-14160,1976,3530,-2669,4752,22315,8010,667,jazz
580,57016,-48510,-34097,14116,-3806,-14150,9984,9427,-3919,-2410,3719,-2538,2587,jazz
581,50701,-41422,17106,-6881,13021,2604,3514,3541,-1361,-3560,2351,15319,3945,jazz
582,55189,-58384,1467,-10936,428,-9172,-362,-10909,-3570,-9499,3975,10359,-975,jazz
583,56580,-52403,625,-813,-22235,-8275,-7209,-990,-6628,-5027,17457,13934,9373,jazz
584,52954,-44038,-25603,8916,-8360,-13687,-14231,778,9998,6612,23075,17162,1201,jazz
585,56357,-43681,-49463,2223,-23164,-21077,-15471,-10974,-1223,3350,27304,27344,-8942,jazz
586,57630,-75177,-18244,-4560,-16724,-13681,-8139,-9942,5422,-7553,21720,-11824,-3366,jazz
587,44123,-16624,40987,12563,8830,-2760,7831,-6081,4146,9161,11367,-10504,3613,jazz
588,53375,-16492,2448,-29158,-614,-9701,6369,-4705,2783,16534,15272,-8779,8245,jazz
589,46749,-10651,723,19135,7802,-32485,-31811,5268,9649,13053,8262,-896,34187,jazz
590,49836,-4082,799,719,-15397,-46699,-22666,-20047,-47688,-41597,-1771,80,19115,jazz
591,50297,-43452,-2547,3309,-17857,-43921,-29272,12716,-4473,-26527,16528,10972,4528,jazz
592,47889,-19053,17931,3002,-8792,-45076,-12381,16368,-6276,-32847,9635,9503,16506,jazz
593,50348,-11529,-13494,-32637,-353,-22603,-12298,-26791,-26070,-5643,-5618,-5027,10674,jazz
594,44713,33602,-16652,11378,-34903,4860,-55019,12520,-37052,13936,-9213,25994,-14631,jazz
595,51447,-7544,-28313,6657,-9710,27139,-48548,39768,-44104,16306,-20716,24858,-12422,jazz
596,48865,-6825,-41015,11809,-9759,34134,-44964,49812,-46911,17259,-26415,26418,-105,jazz
597,40924,20826,5238,9268,-40790,568,-60109,3703,-58379,1449,-19700,32461,-3391,jazz
598,50306,-11151,-16906,20900,-24291,28728,-46704,41516,-24277,11635,-24989,21902,-10515,jazz
599,45597,3343,-15273,14641,-15145,17184,-49232,40323,-41142,25889,-15767,26768,-2799,jazz
600,60996,-60660,-32324,27550,4251,-9077,7916,-3635,11037,3537,-11221,5358,-2394,metal
601,58881,-54652,-29889,21235,12184,3265,-10897,21227,-6170,-9305,-5993,10812,-15417,metal
602,59592,-18192,-67497,27243,-48656,8564,-42122,25461,-13182,26895,-27065,7033,-27879,metal
603,61752,-48301,-65524,32478,-19498,39740,-15568,38814,-32929,22604,-16197,26918,-32042,metal
604,57603,-70043,-26421,17082,18325,-6315,-2044,27143,14181,2567,1593,2848,-3441,metal
605,59115,-30533,-45674,53201,-38019,5668,-26710,12080,-47881,12029,-27824,8305,-47171,metal
606,56347,-60994,-33094,16957,-18027,-18067,-1138,34655,-8249,-90,3001,265,-16278,metal
607,57052,-55842,-34561,27785,12949,-14512,-7872,24464,-3140,-7463,-8688,9493,77,metal
608,54739,-44644,-22590,11027,202,-243,16403,8800,4052,12690,3015,805,941,metal
609,63316,-28990,-12668,40662,-61620,21129,-21916,14069,-12127,24582,-30082,34257,-19889,metal
610,61593,-55537,-32060,70368,-42791,504,-34838,18809,-26219,11762,-31936,22862,-36918,metal
611,65180,-45451,-48859,51186,-20998,-11144,-32933,54015,-48366,6497,-17456,21280,-22821,metal
612,60813,-51080,-66050,54104,-9671,17629,-30601,64705,-5571,24787,-25200,20661,-24367,metal
613,59801,-61335,-55183,51996,-9735,11093,-37276,61453,-11595,24133,-23088,23420,-21304,metal
614,58627,-52244,-70624,69977,-7465,25987,-26437,52512,-15776,19589,-24528,8603,-38832,metal
615,60381,-54908,-21144,73953,-26232,1560,-44734,14226,-40968,6853,-28299,24780,-32750,metal
616,65852,-46006,-72851,30947,-19916,19250,-40758,55304,-28598,14334,-32148,13145,-20284,metal
617,59317,-47344,-37374,58708,-16964,12120,-46958,33135,-30406,26250,-31336,9364,-27366,metal
618,61084,-15553,-117491,64213,-25636,7372,-28831,5892,-9098,6684,-803,1097,-4795,metal
619,58717,-46312,-39269,57300,-19126,6403,-47760,33525,-33865,25910,-36948,3941,-27786,metal
620,59473,-46032,-35050,57301,-18557,8458,-50408,27974,-27909,30411,-30902,6531,-31871,metal
621,60545,-58069,-53107,50260,-21157,36487,-23421,48926,-22212,27886,-22285,24038,-28671,metal
622,60706,-22354,-27942,52610,-66236,-17825,-78377,41282,-32278,24886,-52964,30379,-16153,metal
623,62024,-39696,-49327,71909,-33154,24787,5728,46363,-7916,22501,-28492,22112,-27300,metal
624,62697,-33480,-49909,42471,-20013,31959,-30083,41732,-28501,24108,-18995,30014,-17123,metal
625,57649,-30711,-55664,75754,456,12411,-27517,34771,-32262,12662,-30319,15768,-26035,metal
626,62364,-50747,-67396,75386,-27244,40575,-27748,28755,-11878,-4675,-19013,17935,-52379,metal
627,60841,-34937,-51465,33057,-12388,22391,-37739,30757,-32103,19925,-40740,6954,-24363,metal
628,62312,-44485,-62383,15810,-37435,3842,-48584,33045,-16683,48500,-33903,20864,-22636,metal
629,58420,-48887,-26495,34953,-50167,24322,-25767,35309,-41603,13790,-19828,19816,-29303,metal
630,57797,5201,-45791,53143,-16927,35479,-38919,21258,-13326,21802,-25416,13164,-27511,metal
631,62537,-36001,-34260,29354,-23456,25440,-33350,23348,-42095,36989,-43380,9267,-26513,metal
632,60495,-31771,-60692,37426,-33333,7138,-9308,26924,-47573,22713,-26413,22137,-26421,metal
633,61838,-12452,-61047,84616,-24192,16987,-4010,16547,-5444,13843,-52229,30465,-30860,metal
634,58165,-36412,-52600,23012,-55559,12563,-45424,22290,-19233,24258,-31872,8712,-21659,metal
635,65209,-47712,-46425,43835,-14597,47323,-42550,36289,-16890,15415,-28984,20213,-16843,metal
636,59524,-46609,-46551,38100,-16293,16888,-39607,28943,-32927,19871,-29560,23914,-24528,metal
637,58467,-22728,-57710,11421,-54376,35733,-30181,47517,-18122,19306,-34080,13174,-5400,metal
638,58644,-42955,-57835,86493,9347,23350,-53806,32841,-30300,-3308,-31404,17026,-30345,metal
639,57891,-14023,-44464,60936,-33293,41302,-19475,16808,-11784,28606,-36289,5994,-13294,metal
640,59661,-45098,-63076,30899,-5999,27073,-11192,32544,-49393,14083,-24709,19799,-30223,metal
641,58248,-21818,-77194,39257,183,10875,-16369,31232,-52371,8753,-36825,4108,-21334,metal
642,58718,-33800,-76095,23524,-7082,24059,-30120,42084,-35128,22793,-38014,50,-33371,metal
643,58371,-40533,-66772,32846,-10138,1492,-31361,21836,-38373,19750,-47247,14495,-21878,metal
644,59179,-45236,-59099,34906,-6972,25966,-15401,33892,-39520,13102,-47642,7380,-34934,metal
645,56844,-28469,-63994,42917,-9673,1239,-23454,27474,-53516,13242,-48677,14645,-25833,metal
646,64106,-46340,-46243,42995,-32661,14840,-46088,22455,-13813,32946,-24105,32834,-16933,metal
647,64678,-49339,-49552,49212,-35946,4745,-30755,13452,-16421,39684,-23793,25827,-18122,metal
648,64826,-49021,-49586,35157,-34096,17777,-28367,16832,-22567,38536,-25020,31914,-21605,metal
649,65423,-52109,-49975,48271,-41503,17600,-25953,18435,-19470,34137,-28554,32698,-18924,metal
650,65579,-52489,-38983,48569,-35899,14754,-23329,10827,-13135,36289,-29499,32119,-17025,metal
651,66300,-65570,-36547,46041,-40273,26452,-26478,20788,-6410,36421,-24853,31061,-20616,metal
652,64371,-39805,-61267,51950,-30003,14848,-23157,19054,-16481,32737,-24883,19955,-13858,metal
653,64608,-49308,-42468,40078,-44279,10537,-21862,17594,-14311,40421,-23508,34958,-16516,metal
654,64795,-57200,-38885,45688,-35185,19473,-34287,17364,-12980,34003,-24488,30510,-16241,metal
655,65846,-57262,-45931,46879,-37758,16919,-27702,18269,-12797,38174,-18082,35265,-14918,metal
656,65503,-52937,-41094,44302,-44244,6626,-31565,10668,-14213,40060,-22918,29339,-19151,metal
657,63125,-42341,-49910,58165,-11621,12823,-25828,20561,-26284,35865,-20583,21015,-9702,metal
658,62165,-31889,-55822,16585,-39685,15563,-43293,43206,-45544,26901,-28665,9509,-25080,metal
659,62516,-31484,-65124,31578,-31015,14100,-47220,38925,-29738,25166,-35667,10500,-18823,metal
660,59698,-26257,-64124,43039,-36448,21640,-47198,20724,-38168,15293,-40630,13427,-18078,metal
661,59661,-45098,-63076,30899,-5999,27073,-11192,32544,-49393,14083,-24709,19799,-30223,metal
662,58248,-21818,-77194,39257,183,10875,-16369,31232,-52371,8753,-36825,4108,-21334,metal
663,58718,-33800,-76095,23524,-7082,24059,-30120,42084,-35128,22793,-38014,50,-33371,metal
664,58371,-40533,-66772,32846,-10138,1492,-31361,21836,-38373,19750,-47247,14495,-21878,metal
665,59179,-45236,-59099,34906,-6972,25966,-15401,33892,-39520,13102,-47642,7380,-34934,metal
666,56844,-28469,-63994,42917,-9673,1239,-23454,27474,-53516,13242,-48677,14645,-25833,metal
667,59120,-25234,-53429,62636,-2752,-3752,-35179,13302,-42156,10958,-19163,40219,-24178,metal
668,57260,-24617,-60797,32184,-39832,15517,-25093,27272,-28051,15656,-41787,24170,-20736,metal
669,56507,-13306,-26748,62114,-15745,32013,-26185,30259,-20050,40463,-30539,25822,-25167,metal
670,52498,-45290,-26677,31579,-19277,-1103,-45033,530,-34695,42347,-23322,22408,-17788,metal
671,59031,-45035,-39134,25534,-46483,19458,-34827,33568,-26163,40842,-21536,25457,-23809,metal
672,61390,-30159,-51143,52439,-17176,23458,-30074,30395,-29834,13441,-34901,19858,-27837,metal
673,64195,-40744,-31018,44082,-77,22985,-32608,39224,-36343,13673,-21736,14253,-20956,metal
674,52657,-45680,-25175,67119,-21424,37564,-25146,23648,-28318,23339,-24129,27616,-19375,metal
675,60766,-18817,-30751,37187,-5908,8126,-41211,31498,-19973,18893,-22242,25345,-20356,metal
676,58614,-45446,-46931,65363,-29693,8611,-34481,29492,-31573,17039,-48949,6775,-40656,metal
677,61687,-42338,-44975,45408,-53520,21682,-36301,23422,-28633,26336,-23434,26038,-21990,metal
678,64020,-47344,-28642,45262,-2304,42474,-29156,53053,-30806,25625,-31613,16725,-20235,metal
679,59725,-41451,-56476,38509,-16488,46977,-31223,27499,-36942,29942,-18769,39915,-21291,metal
680,59847,-48867,-28479,39968,-14941,43118,-47562,37384,-26485,33947,-25534,20455,-14989,metal
681,61626,-15736,-72686,18120,-39555,32143,-32629,54468,-41625,29322,-19561,5567,-2616,metal
682,59918,-28927,-62880,39619,-45636,22158,-26762,20489,-39075,3418,-25063,11668,-29145,metal
683,61973,-24725,-46564,60612,-32472,1847,-51571,29688,-35656,12432,-6140,742,-36348,metal
684,63190,-33312,-53931,24935,-33156,19399,-30654,19643,-18037,34143,-33438,16189,-17995,metal
685,61320,-38105,-51586,29959,-33018,29105,-47261,1562,-14622,21832,-39522,14384,-21452,metal
686,58255,-37274,-50709,32149,-44749,13256,-33174,29606,-34950,36895,-6883,17944,-29774,metal
687,66302,-61836,-16243,35736,-24426,20237,-36964,52516,-31827,29917,-17139,25181,-17229,metal
688,56374,-14252,-49462,65690,-7954,19073,-50100,20814,-25418,27303,-11249,5589,-20837,metal
689,57815,2740,-56810,83041,-654,41819,-19023,29881,-1842,20833,-11696,14540,-21443,metal
690,57913,-25228,-36727,43429,-7680,56340,-16202,36944,-27577,14841,-43887,43311,-17851,metal
691,58165,-25793,-36515,25209,-56377,20629,-40137,25768,-33797,3460,-45178,25733,-32754,metal
692,59073,-13080,-46919,37766,-42331,7078,-38621,6976,-49404,7385,-32692,3311,-39556,metal
693,57896,-42221,-43160,62448,-35091,19769,-19282,22566,-33486,152,-48774,2410,-38532,metal
694,58165,-36412,-52600,23012,-55559,12563,-45424,22290,-19233,24258,-31872,8712,-21659,metal
695,60791,-34092,-39007,21827,-33778,25826,-15715,47064,-29968,9178,-24150,34141,-11547,metal
696,60853,-38196,-34214,50002,-19211,22714,-32194,31706,-24034,12124,-25364,26356,-17789,metal
697,58621,-24242,-34257,64531,-1064,27373,-31455,33886,-36449,16916,-24351,21753,-22315,metal
698,57697,-29160,-46500,40023,-8730,26755,-22889,29486,-28008,19136,-25536,26026,-10939,metal
699,59418,-34668,-43957,38808,-21005,27937,-26729,41389,-15140,14480,-21979,31490,-11471,metal
700,59947,-47242,9267,-1943,14670,-31300,10686,-27637,3720,-7801,-27051,8951,4028,pop
701,62814,-54180,21949,-15624,3486,-25003,-3004,10385,2938,11972,-12054,-2175,542,pop
702,60470,-45253,18368,-10065,-8052,-9085,12068,861,3595,9619,8136,12606,12753,pop
703,56439,3445,-55654,11545,23055,-23254,17819,-15850,-3666,17087,-19231,875,-18259,pop
704,61798,-32939,-18575,-18837,-3228,-19703,4035,2854,7713,6890,-18017,-7459,-13907,pop
705,56745,-21549,-33272,-3529,-15340,-7891,-10041,2584,230,-14157,-24902,-8328,-9377,pop
706,52744,-20908,9138,6728,-2,16420,-466,11462,10966,-3648,-28668,-15027,-8652,pop
707,52688,1599,-30489,-31846,-12919,-44241,-520,8696,8181,2531,-19199,2983,16315,pop
708,60942,-36878,-12941,-5682,20249,-19124,4187,4668,7743,11982,-8606,-7098,-12253,pop
709,61563,-52309,-14709,290,-11236,-27368,-19840,-1579,4996,1421,-23375,-10631,2748,pop
710,56729,-9059,-11452,10029,12638,5753,-5604,-6470,190,-543,-5787,-1339,11067,pop
711,50959,-5104,-23017,-44001,-42407,-64226,1963,-39670,-22346,-10038,-29085,-1585,5251,pop
712,60391,-32342,-34886,-8809,3666,-11198,-1068,-2722,-22275,1918,-12643,-894,-1836,pop
713,55190,-18404,44819,5190,19397,-6498,-13397,4903,-10223,24656,-4407,-1302,1324,pop
714,53930,-14131,-34506,-8291,-1077,2371,-21174,1039,-4409,902,-22061,8163,9495,pop
715,61145,-44211,-7680,-16817,-8338,-15535,3061,264,16055,8767,4672,-660,2039,pop
716,58764,-51676,1072,-90,-4988,-15477,4833,-10800,7736,-590,-13563,-12448,-903,pop
717,59792,-38576,-17557,-8539,-11347,-15071,-26656,4081,-17364,14030,-8084,-13672,1367,pop
718,61741,-45300,14765,-26710,2167,-9166,6643,-3395,-3144,14225,-11582,-10880,3500,pop
719,62415,-39587,-19585,-26108,-18494,-16347,-2204,-28913,-12435,-886,-17149,-3900,3133,pop
720,64492,-52331,-24964,-30460,-1290,-20241,-416,-3081,5470,6780,-2178,1474,3613,pop
721,62126,-58461,-22819,-9412,-7965,-5492,1098,144,4718,3911,4943,2963,7447,pop
722,61141,-44146,-7514,-16588,-8213,-15636,3081,364,16172,8895,4674,-698,2108,pop
723,62613,-51464,5775,-20408,-6434,-17243,3747,-21823,-1660,6557,-12279,-5503,-4299,pop
724,61688,-46450,-11000,-25301,-4540,-8042,12466,-1674,11266,14034,-647,-7525,3238,pop
725,58595,-25736,37649,-18331,-6267,-22384,-2057,-22509,-27214,-4954,-14605,-15255,-4706,pop
726,59442,-16849,-6819,-49374,-16678,-9277,-608,-25536,-11579,15533,-1886,-16147,2810,pop
727,58486,-26190,-6615,-17961,1796,-5132,-71,-20447,-2364,-905,-12210,-21935,-3271,pop
728,60540,-34655,-4720,-21654,-12673,-7819,-2556,-3719,2350,-3946,-9139,-4151,-4079,pop
729,61444,-35203,4959,-26099,-107,-7061,-7018,2615,-9333,2654,-9456,-2613,3633,pop
730,62144,-39960,-28397,-42949,-18505,-19825,-10927,-5081,-507,-308,148,-590,6024,pop
731,62130,-41435,-27621,-42350,-17723,-19544,-10661,-4875,-1165,757,-46,-564,5497,pop
732,59189,-61040,2505,-22078,7134,-22602,-8802,-15197,1925,-551,3482,-1904,4181,pop
733,59029,-38714,-34897,-20388,-18444,7305,1407,-12596,-4839,4016,47,-9679,1667,pop
734,60557,-32424,7891,-37246,-15142,-26405,-12438,-10266,5584,-1468,-12790,-9668,3861,pop
735,64648,-45424,-30130,-44832,-10453,-8434,3203,719,7368,1680,-529,-3201,6554,pop
736,61610,-32324,3186,-20920,12311,-24957,-226,-15411,8287,15381,6692,641,4661,pop
737,63869,-50497,-22099,-17345,-13759,-1745,235,-4952,11497,10516,9072,-602,1592,pop
738,62708,-47180,-20960,-17109,243,-5303,-2557,2162,12588,8248,6070,277,4473,pop
739,65384,-54932,18035,-21697,867,-25729,25519,-13132,-2068,18026,-7090,2091,-2714,pop
740,59641,-6343,-41476,-13090,11250,-31793,-11080,-9194,2073,529,-12555,8624,27508,pop
741,52824,-6765,5562,-34500,-13720,-10787,-45927,16706,-25798,-28167,23505,-15444,-11439,pop
742,62212,-40315,-19889,-6790,5268,-22339,8333,-7601,-6298,4707,-10477,-1600,-5762,pop
743,61014,-39447,-9880,15977,-2677,10850,6701,25133,-6550,13938,15486,4820,1890,pop
744,61660,-48922,-23977,749,8188,-12632,28588,-6322,3082,12000,665,-10127,7657,pop
745,60243,-29004,-6083,-23819,4484,-27341,15059,-10034,-8331,454,-1646,-5811,5442,pop
746,60195,-28740,-5838,-24522,5143,-28064,16184,-10170,-8391,897,-2478,-5253,5065,pop
747,61396,-40389,-4396,-23913,3440,-4590,18519,-14765,11851,-3323,7063,-6275,375,pop
748,62611,-63659,-9210,-33142,8181,129,34294,-8087,9252,16050,7572,-1950,19883,pop
749,54622,-3820,13108,-8410,-1301,-42424,3782,-13802,-18223,7708,-17326,-18819,13595,pop
750,60174,-39014,5610,287,2991,-25115,20767,-5191,-3014,1232,4755,6468,-2255,pop
751,65010,-62792,-6217,-21375,4428,-11315,23360,-19484,14972,-634,13522,-5922,3596,pop
752,63307,-64707,-5091,-1213,15695,-1259,40810,11845,11921,28088,-1251,214,1518,pop
753,58097,-19036,-18215,-37385,-17351,-61238,23957,-35845,-35495,3956,-32368,-25342,-19988,pop
754,62752,-47224,10731,-15406,-11669,-36450,12568,-7105,14344,9630,-5821,-3780,-21594,pop
755,62137,-58778,4942,-34462,-2709,-878,9310,-2156,10626,12583,-5750,3295,-3020,pop
756,61264,-58029,4678,12182,23122,-9281,15353,-2840,6818,2492,2536,1690,3353,pop
757,63389,-64291,-4197,-766,13665,-1144,40689,10661,13771,26541,-113,-460,1488,pop
758,59326,-35347,-35443,-7807,-13374,-22835,1257,-14120,-10700,-7187,-13996,-8342,-1068,pop
759,61370,-59259,5023,13682,21047,-8990,15572,-3118,7098,2364,2717,1896,3482,pop
760,62752,-47224,10731,-15406,-11669,-36450,12568,-7105,14344,9630,-5821,-3780,-21594,pop
761,60420,-39078,-14270,15251,20253,-40919,16783,-17552,267,15491,-19021,-18884,-10117,pop
762,64563,-33313,-18164,-5778,-16553,-4628,4173,-6193,-8866,27704,-10840,-284,794,pop
763,55605,-1045,-21344,-27371,-16638,-17703,-17497,820,3844,10433,-5243,-1939,-12640,pop
764,61210,-60479,-30693,-28847,-14505,-24799,2152,13969,-25184,10983,-4890,-9648,4195,pop
765,56493,-27731,-15710,-10881,-13722,-10780,-30267,-29740,-14099,3542,-6744,-17522,8202,pop
766,61034,-30155,20695,-17811,-3404,-14849,11064,-8637,-12607,16971,1398,-6558,1750,pop
767,62315,-64907,-3228,-7809,10561,-15465,-4024,-11354,-17591,3614,-9577,474,6674,pop
768,62632,-46774,-16952,-8181,-8448,-22957,-422,-13775,-19624,2303,-14010,-13775,-5040,pop
769,59942,-31147,-26264,15580,677,-4706,-10827,78,4269,1530,-1038,4441,3875,pop
770,58728,-45719,-6464,-8517,-12272,-27766,-12689,113,-5289,-3823,1563,-949,14646,pop
771,62315,-64907,-3228,-7809,10561,-15465,-4024,-11354,-17591,3614,-9577,474,6674,pop
772,62768,-32001,-43444,-26784,-18569,-13701,-3553,77,-9897,-739,-8352,-1069,2593,pop
773,64193,-53098,2027,-20221,-6204,-12271,9389,4446,-15785,2988,-12471,-39,1428,pop
774,60138,-39822,18309,-19112,969,-43608,-5515,-27443,-2636,16813,-8982,98,-3105,pop
775,61553,-59650,4580,17996,2970,-33829,8023,-4657,-15617,11091,-15633,-5749,-4018,pop
776,62768,-55270,3624,-4064,11929,-3337,18262,-1783,1069,3453,6635,3236,521,pop
777,63584,-63666,-4312,-13698,4300,-14971,32428,-6581,-10410,6672,-11746,-2708,5387,pop
778,61536,-45378,-13982,2504,1309,-30875,11662,-14712,-3620,16368,-14812,-3162,-1234,pop
779,46521,-9267,-7631,8525,-100,-24787,-11272,-12202,-24992,2644,-15583,-10204,-1549,pop
780,61400,-40278,-4340,-24039,3556,-4575,18407,-14880,11801,-3031,7225,-6370,218,pop
781,54468,-18202,2712,-11798,-19110,-30308,-22118,-10783,-9108,-21098,15928,-27495,-660,pop
782,60000,-44631,14231,5124,14149,-3694,6148,1725,8785,4338,391,3160,3403,pop
783,57455,-21945,3843,-6983,-16225,-22056,4843,-15220,2203,9418,-4919,-1614,171,pop
784,58775,-33378,-5040,-8308,6097,-35065,1539,-28447,-4545,-808,4790,-1938,1366,pop
785,59981,-27005,-43818,357,5494,-11964,5557,-14556,16496,-1217,-1421,10119,9165,pop
786,61083,-55280,-10321,-18796,-28070,-22544,6920,-7709,-1768,4198,-6948,8005,-3643,pop
787,62124,-46038,9543,-12959,5603,-15626,1514,-13722,-6252,-15279,-12800,-2918,-15190,pop
788,62218,-51720,-6638,-3085,-6972,-25167,16115,-15065,6819,-4429,-24155,-5958,-5278,pop
789,62027,-51148,-3392,1170,-13036,-25840,3976,-13616,-1900,-173,-15187,4545,-6619,pop
790,62276,-46208,8941,-12943,4743,-15223,1903,-14810,-5661,-15939,-12285,-2656,-16050,pop
791,64339,-57402,-5172,-8559,3228,-11392,-2560,-24172,234,601,-7406,-7718,-8543,pop
792,62554,-49079,-13173,-4888,-5881,5430,4084,105,18823,12544,-5017,5045,10158,pop
793,62793,-48231,-1514,-11924,-7412,7856,-2360,-10398,-11022,1547,-9344,40,367,pop
794,61362,-28980,-32748,-16193,108,-28341,2642,-21516,2754,-13933,-15559,-3532,-2902,pop
795,62544,-33440,23566,-10216,-838,-25761,16077,-25467,-8628,-5429,-26675,-23809,-12086,pop
796,61517,-38280,8840,-2856,-2148,-7531,14801,-6830,13272,-5386,-6870,947,-2817,pop
797,58416,-49079,27140,-8163,12005,-18905,20171,-7934,-12785,20999,-4143,360,5249,pop
798,63473,-59096,-11508,-22180,-7397,2882,8456,-4714,-12347,14328,-1595,706,1334,pop
799,57114,-25969,18264,-27724,4147,-33926,10431,-29915,-5320,20412,-20654,-2682,1669,pop
800,55090,-16270,-31594,1297,-31463,24226,-62277,32159,-40889,37744,-13877,14975,-22448,reggae
801,51571,2321,-18844,7792,-38003,30218,-18103,13750,-50233,17135,-22457,-66,-43344,reggae
802,52259,-7169,-15038,35507,-32360,11372,-51452,29394,-37029,20289,-26893,21357,-15618,reggae
803,52668,-9707,-36046,8450,2223,42936,-31807,21947,-30949,49294,-34299,23477,-7649,reggae
804,53223,-12906,-35354,2977,-33109,26314,-34947,25858,-23132,31880,-15064,26723,730,reggae
805,53099,-1091,-39263,17183,-32904,27386,-28661,27786,-33307,34065,-23853,17344,-3943,reggae
806,51890,15255,-26207,15590,-18444,28748,-43368,19835,-30929,7471,-19941,23481,-14719,reggae
807,52520,-468,-30724,-533,-27361,24535,-47797,38166,-40634,38269,-12205,14266,-13477,reggae
808,52622,-429,-30305,25345,-33122,20993,-30110,11613,-18770,34819,-8028,14502,-16808,reggae
809,49915,9639,-14377,-12080,-5280,25561,-51107,29908,-54808,40441,-16220,24723,-12419,reggae
810,51962,-11987,-46963,44230,-43719,24899,-64294,-12069,-39455,12876,-40142,-1289,-7976,reggae
811,51584,-16266,-25799,577,-20350,15935,-27492,58530,-30296,33086,-16744,30346,-15309,reggae
812,52417,-23444,-33447,-3834,-19036,31194,-37256,30971,-28449,31264,-18316,20136,-12682,reggae
813,52286,1820,-14969,2973,-8999,36114,-40834,8714,-38452,21064,-23469,27791,-31504,reggae
814,51562,-4512,-20141,16751,-3408,35844,-47099,21225,-30222,15641,-10444,29188,-14910,reggae
815,54493,-9614,-2533,16817,-8942,20799,-50051,29492,-47217,22063,-36433,25016,-17566,reggae
