,data,rate,genre,DCT,NRG
524,[-1051 -1887 -1505 ...  -370  -566  -738],22050,jazz,"[-35288.           4981.46718774  -2526.19587508   1835.08938748
    293.05454185   1436.84097937   1514.25209286   1412.22492347
    532.05454185    208.71119504]",
525,[ 664  436  125 ... -740 -505 -309],22050,jazz,"[ 32522.         -19684.5225328   10736.12340104  -1780.10206961
   1036.62497837    386.08030253    904.82004715   -635.11786066
   -314.37502163   -392.53863564]",
526,[  65   47  -56 ... 1141 1190 1132],22050,jazz,"[-4.03000000e+03  2.19221899e+03  5.80032567e+02  9.21201321e+01
 -7.45197334e+01 -1.41421356e+00 -4.10758045e+01 -7.29569409e+01
 -3.95197334e+01 -2.03728748e+01]",
527,[ 541  958  988 ... -259 -123  400],22050,jazz,"[ 35948.         -12609.03170041   2496.25383973  -1823.31882481
    440.38699101   -888.12611717   -491.8096864    -445.67711683
   -243.61300899   -136.05862192]",
528,[ -718 -1181 -1278 ...   799  1136  1284],22050,jazz,"[-24344.           1430.20530596   1261.88934456    708.56044587
    822.13347555    574.17070632   1360.82338387   -630.6619472
    459.13347555    136.70547066]",
529,[-502 -971 -802 ... -935 -201 -152],22050,jazz,"[-1.52000000e+04  1.85361755e+02 -2.54177067e+00  6.46793724e+02
  5.85879227e+02  7.74989032e+02  4.84730378e+02  8.38537879e+02
  4.15879227e+02  4.43297320e+01]",
530,[1497 1953 1105 ...   30    8   41],22050,jazz,"[ 3810.         13816.18706739  1859.07099728   998.98400295
 -1369.43413538 -1047.93224972  -974.98462914  -902.29760418
 -1139.43413538  -355.12380142]",
531,[ -718 -1281 -1090 ... -1161 -1240 -1073],22050,jazz,"[  5418.         -15771.45501508   1691.47756089   1792.12122202
    885.73835392   1393.00035894    861.3847346     322.6171784
    321.73835392    185.54349647]",
532,[   38    22  -137 ... -1520 -1477 -1366],22050,jazz,"[-9.09600000e+03  5.16607627e+03 -4.96794528e+02  5.89252381e+02
 -4.44508497e+01  3.11126984e+01 -2.80749348e+02 -9.80284177e+01
 -1.14508497e+01  1.88772792e-02]",
533,[ -921 -1228   624 ...  2743  3025  2910],22050,jazz,"[ 7912.         -4220.94940127 -8103.113098   -3181.25328175
 -8539.2354418   9840.09796699  1384.89101412  1055.28754113
   549.7645582    200.78325344]",
534,[ 1329  2304  2508 ... -4457 -5699 -5348],22050,jazz,"[27990.          2369.73616054  5317.94503419   544.48114991
 -9923.8762283  -1313.80439944  1186.37498851   -94.74713151
  -748.8762283   -343.16437444]",
535,[-1119 -1527  -906 ...  -481  -667  -644],22050,jazz,"[ -2560.         -11368.8312229    -866.66932556   -529.4989345
   1123.94692443    806.10173055    781.32533566    869.61708564
    778.94692443    261.13909707]",
536,[1671 2427 1758 ... -121   -4   71],22050,jazz,"[21140.          9392.78346463  1467.81576514 -1233.08617823
 -1336.21935364  -777.81745931 -1290.39601658 -1404.08807579
 -1121.21935364  -390.01787005]",
537,[ 1648  1418    45 ... -6662 -7289 -7031],22050,jazz,"[-11180.          11665.476616    11469.7235356    1332.16348426
   -896.04019999    576.99913345   -839.34618419   -966.51109709
   -696.04019999   -530.79569695]",
538,[ -6869 -12482 -12984 ...   1011    737    204],22050,jazz,"[-159224.          -47154.24352948   21754.79538054   23571.66343831
    7602.65907408    3473.30850919    4878.41449149    5843.51921857
    4704.65907408    1420.96835129]",
539,[-1331 -1500 -1300 ... -1435 -1642 -1572],22050,jazz,"[-48390.          11662.67625184    370.33198878  -2131.44248218
   1920.5262247   -2148.19040124    302.48011188    652.95821836
   1120.5262247     368.22432704]",
540,[-1672 -1925 -1155 ... -3502 -3610 -3529],22050,jazz,"[-16484.         -10913.85196492   2120.86558945    687.88204881
  -2298.01196938   -164.04877324   1076.81667496   1154.84967483
   1378.98803062    404.55383249]",
541,[ -663 -1700 -2514 ...   396   515   594],22050,jazz,"[-47814.           3429.22382314   7942.7423417    6806.11574176
  -2482.06532498   3022.17438279   -563.97614611   1022.71210165
   -105.06532498    271.0432396 ]",
542,[ 1436  2053  1372 ... -3928 -4694 -4719],22050,jazz,"[ 8410.         14075.94121298  -660.35348205  -245.3290349
  -750.88617134  -847.11392386 -1462.2117763  -1061.60237803
  -970.88617134  -339.41276401]",
543,[ -837 -2352 -3610 ...    62 -3664 -5279],22050,jazz,"[-68650.           7821.33563537  10232.1289597    4558.19207209
   3946.37174294   1245.92214845    559.16182998   -858.89511929
   1431.37174294   -111.80825939]",
544,[-2744 -4172 -3435 ...  2389  1213    86],22050,jazz,"[-63404.          -3639.15856194   1149.63600129   1458.49298182
   1621.95268256   1835.64920396   1993.29803706   2225.31405194
   1843.95268256    649.19377177]",
545,[-3606 -6151 -5846 ... -1200 -1148 -1009],22050,jazz,"[-100096.           -6025.1308394     7394.21627125    4291.23661263
    3902.10004687    2870.85353162    3058.40002845    2798.68459159
    2285.10004687     778.95523574]",
546,[-1403 -2115 -1733 ...   -50  -133  -194],22050,jazz,"[-23404.          -3018.48619027  -7166.73617859   5376.18355441
   1519.51928032    132.93607486    843.79650779   1224.45976841
    801.51928032    359.35745988]",
547,[ -205  -292  -253 ... -6278 -6840 -6701],22050,jazz,"[-5512.          1060.27728169  -780.98961056  -603.50918917
   930.16289241    76.36753237   332.2050996   -288.57354598
   181.16289241    80.01283081]",
548,[ -663 -1308 -1304 ...  3536  3629  3055],22050,jazz,"[-2.50340000e+04  5.92108665e+02  2.30083979e+03  1.56127350e+03
 -2.23343685e+01  8.81055049e+02  1.18541819e+03  8.09829199e+02
  1.29665631e+02  8.57965333e+01]",
549,[ -267  -286  -298 ...  -990 -1558 -1820],22050,jazz,"[  844.         -4764.25787178  1561.218097      67.84263239
   320.11648118  -237.58787848  -344.18462138   526.00662091
  -156.88351882   -68.06866516]",
550,[-4455 -3077 -2035 ...  9692  7708  7760],22050,jazz,"[-1.31504000e+05  3.08021164e+04 -1.02289455e+03  1.15223338e+04
 -1.69776471e+04 -8.84449162e+03 -3.61045035e+03  4.09137438e+03
  5.58935290e+03  7.79180303e+01]",
551,[-1154 -1160   618 ...  2842  2923  2915],22050,jazz,"[ 7480.         -4550.15220052 -8432.51212137 -3562.82252353
 -8944.43085669  9424.31917965   973.64743253   635.56024443
   335.56914331   102.86784558]",
552,[  -71 -1126 -1071 ... 13612 13249 13191],22050,jazz,"[ 33050.          -8243.17405849 -31743.78336073  10036.48641943
  19133.73975409  -5909.99847716    684.9985016    1057.15032414
    -71.26024591    -43.62322923]",
553,[ 2032  2086  2599 ... -4652 -5502 -5422],22050,jazz,"[ 2.91020000e+04  3.49203923e+03  6.40039975e+03  1.64185705e+03
 -8.78857173e+03 -1.82433550e+02  2.31012620e+03  1.17265132e+03
  3.85428270e+02 -2.07333085e+00]",
554,[ 7441  6807  6264 ... -2525 -2215 -2518],22050,jazz,"[93164.         23041.37930864  3568.45597942  1100.01842381
  -153.42453848   415.77878734   478.40037933   242.42395606
   249.57546152   371.5072654 ]",
555,[-1638 -1374  -981 ...  -509  -644  -663],22050,jazz,"[-3.45400000e+03 -1.21604461e+04 -1.73645543e+03 -1.32868142e+03
  3.30073909e+02  1.55563492e+01 -9.53286065e+01 -1.42507703e+01
 -7.29260913e+01  4.11684425e-01]",
556,[-1143 -1384    61 ...  -716   817  1983],22050,jazz,"[ 16758.         -14629.15441403 -12511.77840678   7685.26566415
  -1682.3491635     914.99617486  -4084.13039699   2840.98190259
   4763.6508365     285.38856132]",
557,[1149 1224 1105 ...  762 -283 -631],22050,jazz,"[-2.47640000e+04  3.10840009e+04 -5.69428729e+03 -5.14571105e+02
 -1.24832697e+03  1.41421356e+01  1.92398562e+02 -7.96891160e+01
 -1.31326971e+02  5.34349076e+01]",
558,[2424 2194 1860 ... -100   -5   96],22050,jazz,"[ 2.22680000e+04  1.06080199e+04  2.67055263e+03 -6.24723070e+01
 -1.35609903e+02  4.27092496e+02 -9.75636556e+01 -3.61273324e+01
  1.03900966e+01  1.44770935e+02]",
559,[-1712  1542  3224 ...  1865  2097  2434],22050,jazz,"[ 33862.          12874.42123283 -36680.90401834  -3294.27369473
  -5778.97927383  -1268.54956545  -3299.48259538  -2322.87553551
  -1409.97927383    357.12741487]",
560,[ 2764   995   275 ... -6927 -7065 -7016],22050,jazz,"[-9544.         13337.32338444 13138.49355571  3120.50697794
   942.5211997   2322.13866942   786.08656434   981.67198763
  1899.5211997    407.96231227]",
561,[ 5450  5474  6721 ... 14461 13831 12446],22050,jazz,"[ 1.02438000e+05  1.80881369e+04 -1.40901990e+04 -3.67993301e+03
  2.14254249e+02 -1.69847049e+03  6.13842474e+03 -1.36210381e+03
  6.52542486e+01  7.20970316e+02]",
562,[ -9226 -11827 -13170 ...   1030    732    194],22050,jazz,"[-162942.          -50941.09791435   18024.81863044   19756.01575523
    3901.10625811    -414.36457378     935.50966843    1603.16677516
    1642.10625811     839.7577336 ]",
563,[-1990 -2235 -5470 ...  3659  1040  1588],22050,jazz,"[  -866.         -50698.07010055  25109.78671573   6941.57696554
   5392.21240926    784.88852712  -1039.19973561  -5953.86758339
  -3654.78759074    427.66588609]",
564,[  7289   1713  -1743 ... -13196 -13262 -13293],22050,jazz,"[-26502.          33173.99215567  21792.66366795  22721.49468129
  -2164.30596486  10947.42718633  14914.36741051  -2612.83866847
  -2833.30596486  -1856.12122351]",
565,[-2085 -1245 -1418 ... -1487 -1582 -1586],22050,jazz,"[-49680.          10530.71765209   -737.82922699  -3334.94698521
    733.57738089  -3354.51456995   -937.04750776   -756.68218541
   -116.42261911   -185.89891892]",
566,[ 2896    36  2717 ...   846 -1051 -2951],22050,jazz,"[ 27464.          26374.13774411 -14401.64051374 -30180.19455008
  19800.66923104  12436.59406751   6140.46378648   2332.30407456
   2253.66923104  -2630.63507112]",
567,[-2534 -1644 -1266 ... -3635 -3470 -3533],22050,jazz,"[-1.77140000e+04 -1.22182856e+04  6.72226141e+02 -6.94501932e+02
 -3.60997899e+03 -1.54007857e+03 -3.73138065e+02 -4.29870331e+02
 -7.97899380e+00 -5.86759712e+01]",
568,[ 2071  1845  1457 ... -4105 -4527 -4728],22050,jazz,"[ 9396.         15066.62458897   287.43472105   794.93417748
   261.05262247   141.42135624  -392.77382949   113.63179331
    43.05262247    25.51399578]",
569,[ -968 -2317 -3595 ...  2276 -6359 -2738],22050,jazz,"[-68858.           7660.86640814   9968.98588909   4357.62489904
   3780.22584491   1050.76067684    125.7789457   -1158.64496783
   1604.22584491   -167.52598108]",
570,[-3915 -3814 -3581 ...  2371  1217   115],22050,jazz,"[-6.52660000e+04 -5.47485630e+03 -7.40945143e+02 -3.27428771e+02
 -2.41331263e+02 -3.81837662e+01 -5.43214622e-01  2.15335707e+02
  2.66687371e+01  2.19423304e+01]",
571,[-5014 -5709 -6009 ... -1238 -1115 -1035],22050,jazz,"[-1.02258000e+05 -8.21304309e+03  5.15311632e+03  2.09699085e+03
  1.64978787e+03  5.61442784e+02  7.42780020e+02  2.14926355e+02
  1.83787871e+02  5.70197178e+01]",
572,[-2053 -1896 -1834 ...   -42  -130  -211],22050,jazz,"[-24610.          -3943.3485612   -8122.75337522   4346.25020998
    478.71322893   -917.82460198   -212.32664779     28.15762425
   -266.28677107   -137.57320001]",
573,[-2484 -3475 -2341 ...  3565  1277  1251],22050,jazz,"[-44738.           9852.47837407 -19334.05888933  -6913.82024696
   8197.35384236   6959.34494044   2148.37423737  -1884.02011039
    476.35384236   1524.01302645]",
574,[-4572 -4315 -4854 ...  2547  2200  2422],22050,jazz,"[-43606.         -37521.70093008  25959.55579534 -23629.3393803
  17099.32425244  -5293.40136396   1184.09793032   -922.55694124
  -2477.67574756   -604.25197953]",
575,[  -610   -751   -212 ... -10089  -9280  -7282],22050,jazz,"[-31914.           6839.6157632    7552.2591863   -3782.00414378
   -464.78329888  -1234.60843995  -3037.03657912   3791.59113527
   1037.21670112   1796.50480967]",
576,[2982 2818 2756 ... 2912 2572 2259],22050,jazz,"[ 3.30160000e+04  1.43997701e+04 -8.94439897e+02 -9.38872119e+01
 -4.75211676e+02  8.48528137e+00  4.43466200e+02  1.97430810e+02
  1.01788324e+02  1.31284233e+02]",
577,[  132   271   360 ... -8502 -7118 -5818],22050,jazz,"[ 1972.         -3354.24400837 10278.66817032 -6976.23379418
   128.35565478  -695.79307269   811.3603666    309.32511711
  -282.64434522  -349.11194943]",
578,[3343 3569 3852 ... -670 -998  -26],22050,jazz,"[67568.          1397.7168078   1579.80566471 -2545.4993257
 -1121.37575477  -260.21529548  -182.86350581   153.07351282
   479.62424523    77.05457624]",
579,[ 998  353 -280 ... -616 -262  -30],22050,jazz,"[ 5762.         -3792.75249089  6582.36207857  4805.19889996
   -76.37694101   227.68838354   314.40335028  -376.08657228
   277.62305899   666.94749776]",
580,[ -337  -613  -469 ... -2570 -2552 -1799],22050,jazz,"[-7380.          1898.24713516 -4645.78128741   852.06178734
  2465.55298904 -1609.37503398  2060.10709176   866.47381571
 -1479.44701096   642.82474368]",
581,[2102 -322 2789 ...  272 -729 -989],22050,jazz,"[31364.         -4845.99830677  3118.25103783  -834.71331727
  1512.06204629 -1134.19927702  7063.57809223 -2641.40527136
  7175.06204629 14774.51874956]",
582,[ 245 -317 -365 ...  587  646  542],22050,jazz,"[-4606.          2372.00756734 -2086.14673432  3201.2285279
  -446.46711096  1398.65721319  1823.01859641  -554.66365867
   636.53288904  -653.99712416]",
583,[ -555 -1279 -1882 ...  -958  -873  -433],22050,jazz,"[-16720.          -2108.9527731    4488.75650028  -8111.48840953
   3337.77516826   7551.90042307   5794.52932352  -6483.44784885
  -3787.22483174   3316.41040498]",
584,[-1106  -975 -1233 ... -3686 -4847 -5778],22050,jazz,"[-27436.           2238.94996504   2011.85327954  -1340.42400416
    370.24109298   -350.72496347    325.99291649   -924.62054236
   -166.75890702   -283.11728274]",
585,[  704   114   -53 ... -6521 -1164  3457],22050,jazz,"[-2248.          3793.41930506  1081.96293957  1499.89438052
   560.78476515  2438.10418153    82.49968121 -1990.90873773
  1594.78476515  1513.23402728]",
586,[-2386  -164 -2059 ... -1009  -851 -1094],22050,jazz,"[-40172.          -1491.86488328  -2110.27310778  20734.7725309
  -6890.73451517 -14051.62595574  -4534.83819012  -2773.86878897
   6725.26548483  -9019.81525329]",
587,[  786   778   843 ... -1417 -3136 -1893],22050,jazz,"[ 1.76340000e+04 -9.84606825e+02  1.77645822e+01 -1.20191549e+01
 -1.15381966e+02  9.47523087e+01 -9.67957624e+01  8.86849713e+01
  1.17618034e+02  1.01842599e+02]",
588,[-3028 -2124 -2047 ...  1702  1438  1059],22050,jazz,"[ 12006.         -36045.01241148    971.48207924   1382.09898988
   -511.2085705   -1195.01046021   -819.06505829  -2618.52985981
   -184.2085705     949.70732936]",
589,[ 386  458  620 ... 2589 2845 2856],22050,jazz,"[ 7818.          2582.62103345 -2328.99526658  -401.85402459
  -311.83784073   188.0904038     51.04946847   191.27781245
    59.16215927  -272.37242694]",
590,[2127 2056 1940 ... 1811 1641 1634],22050,jazz,"[ 2.77380000e+04  8.79090755e+03 -2.18230144e+03  1.06207974e+03
 -5.68160973e+02  6.60437734e+02 -2.84130964e+02  5.68051488e+01
 -2.21609730e+01 -7.53406174e+01]",
591,[-113  -80  -52 ... -498 1530 1759],22050,jazz,"[-1392.          -153.03672929   -83.33448123   -52.34277471
   -29.72638455  -294.15642097    66.78595839   189.73128513
  -258.72638455   189.56274123]",
592,[ 828  826  969 ... 1350 -524 1471],22050,jazz,"[14574.          1708.76234973  -273.55169173  -342.48753471
  -459.49844719   323.85490578  -429.30114367   267.95582204
   298.50155281   331.03050942]",
593,[  302   238   -77 ...    55 -1286 -1771],22050,jazz,"[-2448.          2678.07766835  1478.10743251   152.42131825
   -79.66873708   313.95541085   521.85095378  -570.06662124
   294.33126292 -1528.49723302]",
594,[-1265 -1727  -863 ...  -421  -457  -416],22050,jazz,"[  1762.         -14840.28047765  -1036.34680837  -1060.66444513
    737.35017667   1828.57813615    269.01727226   1381.09571233
   1116.35017667    240.52632447]",
595,[-2038 -3011 -2361 ...  1739  1844  1887],22050,jazz,"[-46876.          -3779.06545905   4241.56331636   -821.60307258
    612.93066319    936.20937829   1554.19613734   1934.88560504
   1535.93066319    410.22230893]",
596,[1475 2530 1909 ... 1574 1738 1747],22050,jazz,"[ 63858.         -16558.09435051   3537.40076764  -1110.35181089
   1462.51662781  -2818.52762981  -2116.87524646  -1728.50975158
  -1026.48337219   -279.38570918]",
597,[ 747 1168  957 ... -584 -634 -610],22050,jazz,"[17754.          1178.4723054   -857.56590503  -101.56253035
  -620.90553819  -349.31074991  -756.06925511  -623.17632943
  -532.90553819  -150.570051  ]",
598,[-1018 -1664 -1487 ...  1723  1519  1625],22050,jazz,"[-30864.           2014.03055476     39.79058198    882.96535942
    746.65320898    944.69465967   1173.31441208    534.95615715
    648.65320898    212.05425834]",
599,[ -454  -248   217 ... -1356 -1394 -1238],22050,jazz,"[ 4054.         -1130.53661873 -5007.35878976  -923.75555136
  -404.48026657   728.31998462  -132.22310915  -366.42245941
   518.51973343   198.43693274]",
600,[-4010 -1612  1455 ... -5845 -2753  -933],22050,metal,"[ 15740.          -8061.46151618 -30453.61362071  -5142.00169108
  -4675.34707105 -11619.17862846  11352.96888222  -1477.99331068
   2499.65292895  -7921.76120605]",
601,[3817 3914 4044 ...  612 2141 1138],22050,metal,"[ 63362.           8361.18720559   4956.9312572  -10730.88113644
   1131.3126292    6501.13974623  -3818.26826079  -1672.755674
   1015.3126292    1632.97244426]",
602,[ -768 -3607 -3821 ...  3342  2138  2759],22050,metal,"[  5562.         -29711.32433121  -8393.68875852  18840.84342418
   3433.32030671   6948.03123194   2803.52796046   1002.88250947
    797.32030671    255.15529304]",
603,[ 1297   724  -410 ... -2005 -1362  2135],22050,metal,"[14650.         -5847.01218054  6100.37624452  7873.34487274
 -3853.08689125   261.62950904  6895.71132482 -3787.53265098
 -2258.08689125  -643.5413688 ]",
604,[-1368 -2261 -1438 ...  1174  1124   -59],22050,metal,"[ -9844.         -10187.09221373   1839.60256269  -8787.54326854
   -781.4267379    7956.36550191   4207.20660431   3364.05916141
  -3214.4267379   -3942.99498998]",
605,[-7875 -9336 -9901 ... -2293  -440 -1653],22050,metal,"[-2.05374000e+05  4.77897820e+03  1.22200331e+04  1.21663740e+04
 -9.83229574e+03  1.41845620e+03  5.88319951e+03  9.41374496e+02
 -5.45295742e+02 -6.92605810e+01]",
606,[   59   961   218 ... -4171 -2791 -2828],22050,metal,"[-13968.          11714.78242201   1157.81182966  -1623.38941132
    734.59912024  -3659.98469942  -1426.78721858   -475.60589949
  -2371.40087976    829.84977706]",
607,[ 1140  2768  2190 ... -3386 -4030 -5204],22050,metal,"[19372.          2664.78142166 15565.65583025 -8270.97884489
 -5653.13906062 -2257.08484555 -1945.98010635  -557.87899894
 -2969.13906062   842.48913626]",
608,[ -956  -795 -1261 ...  3927  2038  1358],22050,metal,"[-30896.           5494.76365177   1614.15560766   -246.51946745
    115.57856714   -701.44992694    237.92157165   -697.53796874
   -341.42143286  -1085.36138938]",
609,[  2350   1233    581 ... -10230  -8837  -3914],22050,metal,"[ 31064.           1045.33585902   5736.64069064 -19958.41732978
  28339.3567088   -1728.16897322  -5773.14503425   1034.65641875
    917.3567088    1265.00147323]",
610,[-6128 -3721 -2007 ...   457  2964  3862],22050,metal,"[-34554.         -17970.25659103 -18889.98654771   2796.74768964
  -9363.20867746  -1845.5486989   -5515.71375504   3800.15459711
   -681.20867746  -1106.79964357]",
611,[-1655  8580 10888 ...  4846  7201  2792],22050,metal,"[102124.         -12397.94151564  26430.08448229 -34921.16539156
 -44689.84933175  -3357.34299707 -11639.46194027 -10161.33107635
   1708.15066825    431.08308566]",
612,[ 5981  1561  1862 ... -2353    40   -68],22050,metal,"[ 92704.         -11242.14359098  -4347.50544794   9398.66550922
  11008.48567857   6994.7002795    9909.61131327   -514.94856615
   1996.48567857   1676.38005823]",
613,[-1881   206  2118 ...  2060   898 -1568],22050,metal,"[-14116.          -2991.49755821  22291.1426033  -22141.58204978
 -14103.90784457  -1074.8023074    3785.16399109   -818.95015147
   -490.90784457   1276.9367022 ]",
614,[ 4261  5213  3206 ... -6021 -7502 -6401],22050,metal,"[ 25566.          12841.2460278   28710.44447389   4917.55608656
 -11978.63970722  -3398.35519038  -4058.0387026     576.16176587
   -896.63970722   -308.72675384]",
615,[ 4882   776 -5380 ... -1158 -1141 -1004],22050,metal,"[  5096.          13799.64740343 -12960.34328454  22862.81119573
  25941.3449125   13565.13649028   2638.75102026 -13606.59011725
  -3381.6550875   -1984.2311233 ]",
616,[  237 -3109     0 ...  6536  1992  -427],22050,metal,"[-49544.          35509.53707554 -21052.98278178 -10092.13880212
   8896.93223643   8273.14933988   8183.39086138   3863.36064898
   5328.93223643  -1113.07482911]",
617,[1685 2325  785 ...  104 -998  961],22050,metal,"[ 1.91300000e+04  1.36920170e+04 -1.89527891e+03 -8.39685335e+03
  2.79026639e+03  6.58316413e+03 -4.22371784e+00 -3.45975036e+03
 -7.36973361e+03 -1.02922281e+02]",
618,[-6265 -7624 -4559 ... -5174 -1840 -1257],22050,metal,"[-22964.         -38038.13382401 -28540.62275748   1752.42544897
   1433.01270251  10346.38642232   3655.66377217   2255.19419623
    850.01270251    470.24182051]",
619,[ 2029   652 -1029 ...  3904  4395  3565],22050,metal,"[ 34314.           1730.0783022   -9666.61038382 -13404.02743617
  27295.34299312   6190.01276251  -2120.68472137  -2547.17036916
  -5256.65700688    822.63762921]",
620,[  344 -2962 -2912 ... -6436 -1089  2175],22050,metal,"[ 11168.         -32500.25624994   8308.45634779   8799.42944003
  12145.17880751   3942.8274119   -7548.35466289  13194.53535692
    276.17880751   -245.58895185]",
621,[-2499  -100   130 ... -4370 -1685 -2494],22050,metal,"[-28754.           9814.73705916 -11222.81914805   2962.34398149
  -5575.40737104  -9267.34147423    116.59918599  -3628.50533057
   1011.59262896    363.97206065]",
622,[-1277 -2102 -3126 ... -1693 -2628 -1911],22050,metal,"[-100272.           18127.20976676   16113.32240641   15241.98699322
  -11796.80186649   -2989.64747086     298.27173366    4921.5996492
    -825.80186649     382.88831697]",
623,[5046 6335 6780 ... 4631 4083 4267],22050,metal,"[103294.           5644.40564087   7161.41388782  -5481.30812274
 -14386.9643058    8186.88231258  -5016.13358348   1059.33929338
  -1553.9643058     697.01828266]",
624,[ 5495  5237  4654 ... -7526 -1624  2314],22050,metal,"[115658.         -17711.12844704  27132.29400917 -26993.2299981
  20250.16429258    476.58997052 -10385.33205053   5891.95040455
  -1283.83570742   -208.84403858]",
625,[-3770 -3974 -4497 ... -6833 -4461 -1218],22050,metal,"[-34956.         -25853.39036666  -2724.97694236   8846.46561645
   -206.05262247    619.42554032   2427.08892783  -3576.88319307
    -98.05262247   -136.12960499]",
626,[ 2404  3044   992 ... -1820   -79  1924],22050,metal,"[ 9.91400000e+03  5.32289863e+02  1.53050126e+04  2.86838146e+04
 -2.11015326e+04 -5.10389675e+03 -1.31584113e+03 -4.63305497e+02
  6.46735013e+00  6.78455551e+02]",
627,[-274  143 -348 ...  967 1004 2183],22050,metal,"[-26106.           5297.71101738  14676.08242701  -7314.20187168
  -2037.60945027    162.63455967   -298.21065638  -1160.23243176
   -294.60945027   -215.75370425]",
628,[   855   2252   3142 ...  -6383 -10266  -9436],22050,metal,"[-28704.          31877.07150871  11275.9681283   -8497.115141
 -13981.69351593  -4089.90562238   4705.65912168  -1747.37242876
   1645.30648407    -85.25200559]",
629,[ -250   132   410 ... -4461 -2335  -402],22050,metal,"[ 4592.          -876.17075086 -1640.50767557  -825.35312748
 -1661.70583145  -175.36248173  -246.32207861  -102.70317313
   -37.70583145   232.71675601]",
630,[-11952 -12895 -13387 ...  -5609  -5593  -5210],22050,metal,"[-2.69750000e+05  6.75749448e+03  3.34858381e+03  3.16824250e+03
  1.59871588e+03  9.00854039e+02  7.78868726e+02  2.87818143e+02
  4.98715881e+02  7.03466798e-01]",
631,[13470 14218 11874 ... -9903 -7625 -9669],22050,metal,"[231466.          13327.40674772   1694.75789202   9341.56168427
  13204.30579179 -15724.64060003  -9853.61662982   6072.54679938
  -2428.69420821    577.90833977]",
632,[-2619 -2846 -1640 ... -2459 -4038 -3418],22050,metal,"[-47582.           4383.74804212  -2126.54464872 -16791.44791858
  16288.79785467  -7075.31045255   -178.69766932   4274.2066629
   1069.79785467   -549.3444309 ]",
633,[-7765 -8631 -8291 ... -9753  -122  5512],22050,metal,"[-203398.            8268.86447818   33509.8018221   -24918.24743826
   -2015.33080982   10291.23209339     340.74454327     921.51848582
    -406.33080982     478.7906927 ]",
634,[ -569   476   742 ... -1282 -1176  -332],22050,metal,"[10508.         -1145.97670927 -4973.99013678 -1780.52575743
 -1517.50420533 -1745.13953597  -802.93655988 -1057.14518103
  -206.50420533  -113.39080726]",
635,[ -400   889  4969 ... -4457 -3252 -7508],22050,metal,"[-38580.          28404.42845985  19294.80328066 -24200.97769568
  -6165.50968343 -27956.17370099  23341.09533336  -1262.32790972
   6449.49031657    412.89549636]",
636,[ 1138  2562  2947 ... -5633 -6388 -6464],22050,metal,"[  6336.          11455.32355921  12828.70076062  -3654.4092826
 -12875.27089683  -1957.27157032  -1902.59869506   1942.30987278
    -78.27089683     89.63987494]",
637,[-3772 -4440 -4805 ... -4131 -2178   -96],22050,metal,"[-9.29920000e+04 -3.72291357e+03  1.14303269e+04 -7.17214520e-01
  3.50385630e+03 -3.55250447e+03  3.77030774e+02  1.77580906e+03
  5.94856301e+02  3.10142208e+02]",
638,[ -3167  -1894    542 ... -14853 -14799 -11406],22050,metal,"[-45444.            555.72700994  14755.31412423 -14469.65551467
 -24250.23921445   8341.03159088   5893.9252706    -686.74587496
     91.76078555   -623.59352177]",
639,[-1397  -499  -848 ... -3326 -3585 -3878],22050,metal,"[-13726.          -5385.20907168   1433.92075741   2756.13515445
  -2379.56687779  -3542.60497374  -1337.63083901   -747.29496312
    -46.56687779   -240.10935586]",
640,[ 4380  6851  6171 ... -4592 -3707 -1544],22050,metal,"[ 84756.          11309.08419938  12941.62920496 -14547.60545181
  -4207.97927383  -3886.2588694    -749.7989872   -3133.58688377
  -2980.97927383  -1005.02509006]",
641,[-1120  -726   390 ...  4934  2693   638],22050,metal,"[ 13630.         -13578.05260859  -2448.38161603   -204.38094881
  -1972.90672444  -1975.65634664  -1018.99581074   2187.87191314
   1662.09327556    -52.95543354]",
642,[  728   973  1059 ...  1324 -1570 -4058],22050,metal,"[ -9484.          28031.87940643 -19925.12513115   2591.67110616
   2611.0734556   -1202.08152802    229.53977401   -706.64396569
   -146.9265444    -352.52251927]",
643,[-2834 -5480 -4146 ...  3431  4552  5292],22050,metal,"[-25798.         -18867.33622623 -17819.16574433   1439.5881986
  14984.09083697   4668.31896939   2585.1851338    2953.62801037
   1518.09083697    674.06165983]",
644,[  -593    141    457 ...  -5727  -9366 -11222],22050,metal,"[ 12638.         -12795.25205597   3223.30971696   3312.52811966
  -1835.64790395  -3248.44855277  -6840.16772225   1969.69915736
   4210.35209605   -134.16225319]",
645,[ 1335  1506  1030 ...  2964 -1044 -1750],22050,metal,"[ 32808.          -2034.44353063   2878.99440018 -10702.03562243
   7880.20026681   2189.20259455  -1540.6755803   -1786.37284068
  -1283.79973319   -364.5231557 ]",
646,[-1521  -277  1341 ... 15774 15291 12258],22050,metal,"[-16276.          15262.69867673 -14072.95117303  -2207.82933895
 -11462.79063025    494.97474683   5089.73626838  -1002.28736612
  -1604.79063025    558.8906414 ]",
647,[-125 2919 5243 ... -284 -336  194],22050,metal,"[ 53320.          12078.35395055 -15208.35467825 -23952.34849114
  -3896.71780083   2474.87373415  -1571.14384467  -4738.36873137
   1278.28219917    308.26834091]",
